first_name,last_name,address,mobile,drivers_license,dob,age,home_owner,monthly_income,income_verified,employer,total_session_duration,avg_pages_per_session,bounce_rate_flag,scroll_depth_pct,repeat_visitor_count,device_switching,traffic_paid_pct,traffic_organic_pct,time_outside_hours_pct,time_step1,time_step2,time_step3,inter_step_latency,drop_off_step,form_edits,funnel_revisits,funnel_friction_score,email_open_rate,email_click_through_rate,time_to_first_email_open,sms_bounce_rate,sms_reply_rate,click_to_call_ratio,reply_sentiment_score,opt_out_flag,days_since_last_application,days_since_last_session,days_since_last_email_open,days_since_last_sms_reply,event_recency_bucket,frequency_last_30_days,inverse_recency_weight,recency_frequency_interaction,referral_code_used,geo_behavior_distance,support_chat_activity,credit_check_days_ago,risk_proxy_flag,converted
Amy,Pace,"251 Turner Vista Apt. 440, North Dawnberg, IL 36725",+1-751-053-6206x25717,XG027124,1964-06-16,60,0,2263.94,1,Randolph-Brown,38.9,1.3,0,0.34,7,4,0.5,0.5,0.66,180.18,251.51,30.96,84.43,completed,1,0,0.53,0.38,0.09,112.13,0.18,0.5,0.82,-0.2,0,175,60,31,11,>90 days,3,0.005681818181818182,0.017045454545454544,0,5.57,0,41,1,1
Latasha,Hebert,"289 Alyssa Trail, South Eddieburgh, IL 25118",651.230.8352x4250,YA821412,1969-11-12,55,1,1467.32,1,"Christensen, Cooley and Cross",17.79,7.69,0,0.23,11,9,0.13,0.87,0.86,243.22,62.39,127.9,45.9,3,0,0,0.79,0.51,0.08,133.28,0.08,0.26,0.38,-0.0,0,137,22,10,50,>90 days,1,0.007246376811594203,0.007246376811594203,1,17.48,8,7,0,0
Jared,Cook,"766 Davis Point, West Ianview, GA 37968",648-897-6428x581,fV351242,2003-07-20,21,1,2438.07,1,Perez and Sons,12.57,7.95,0,0.32,14,3,0.49,0.51,0.26,223.8,212.92,81.42,108.89,2,1,0,0.1,0.98,0.44,124.13,0.19,0.72,0.19,-0.12,1,58,12,15,47,30–90 days,7,0.01694915254237288,0.11864406779661017,0,4.04,6,57,0,1
Andrea,Brooks,"0705 Stone Shore Suite 356, West Diane, GA 18932",(257)901-3521,Dg511513,1970-06-05,54,1,4446.94,0,Matthews-James,28.52,3.97,0,0.14,14,2,0.66,0.34,0.33,67.69,281.54,15.37,55.34,1,4,3,0.02,0.48,0.14,58.58,0.03,0.38,0.67,0.56,0,99,47,8,29,>90 days,4,0.01,0.04,1,26.77,4,12,1,1
Samuel,Baker,"61004 Terri Wall, West Charlesberg, NC 55472",+1-830-627-2794x58284,Gf887446,1963-03-15,62,0,1687.03,1,Pierce PLC,66.86,2.46,0,0.47,5,1,0.2,0.8,0.61,247.01,172.47,83.95,35.19,3,3,3,0.04,0.31,0.12,9.51,0.04,0.71,0.78,-0.09,0,87,28,56,18,30–90 days,10,0.011363636363636364,0.11363636363636363,0,35.05,10,60,0,0
Douglas,Richardson,"0904 Johnson Station Suite 422, Stevenmouth, OK 80382",001-250-243-3371x343,UG178780,1993-10-01,31,0,1902.39,0,James-George,37.26,6.22,1,0.35,14,8,0.02,0.98,0.35,247.76,170.64,140.67,37.84,3,1,3,0.3,0.38,0.17,174.13,0.09,0.39,0.85,-0.15,1,71,1,46,27,30–90 days,4,0.013888888888888888,0.05555555555555555,0,27.82,5,27,0,0
James,Kelly,"981 Ashley Locks, East Scottfurt, KY 57672",(100)223-4230,Qt593390,2003-12-01,21,0,3759.79,0,Leblanc-Burns,24.02,8.28,0,0.48,14,0,0.17,0.83,0.1,140.76,112.21,170.92,26.62,completed,3,0,0.86,0.26,0.05,87.05,0.1,0.22,0.27,-0.66,1,135,50,30,51,>90 days,2,0.007352941176470588,0.014705882352941176,1,36.06,7,15,0,0
Emma,Hill,"564 Foster Summit Suite 910, New Hollyview, PA 81495",(296)551-0134,bI963620,1993-09-26,31,0,2784.89,1,Owen Ltd,136.68,7.62,0,0.22,7,2,0.75,0.25,0.48,237.05,226.41,185.34,83.93,2,2,1,0.02,0.31,0.11,2.67,0.01,0.85,0.68,-0.47,0,4,61,42,19,<7 days,3,0.2,0.6,1,34.55,9,47,0,0
Michaela,Hawkins,"415 Johnson River, Amandaville, PA 78351",087-550-8719x562,oM720050,1991-12-29,33,1,2342.96,0,Eaton-Burns,99.26,9.4,0,0.36,13,2,0.27,0.73,0.29,297.59,67.25,176.9,111.41,2,5,3,0.15,0.97,0.46,159.34,0.04,0.63,0.76,0.97,0,160,9,24,57,>90 days,6,0.006211180124223602,0.037267080745341616,0,9.43,4,27,1,0
Alvin,Miller,"067 Michelle Parkways, East Mariestad, WA 72562",501.589.4828x04049,Ay847044,1977-03-19,48,0,2285.93,0,"Ellis, Myers and Cooley",110.94,4.79,0,0.08,20,5,0.7,0.3,0.85,167.28,232.84,35.87,29.28,completed,4,2,0.5,0.02,0.0,93.61,0.0,0.26,0.51,0.15,0,28,49,23,29,7–30 days,10,0.034482758620689655,0.3448275862068966,0,46.32,5,23,0,0
Elizabeth,Riley,"526 Clayton Falls, Lake Robin, NJ 02902",792.842.0191,YG575396,1980-11-05,44,0,4324.19,0,Nguyen-Marshall,19.25,8.06,0,0.46,5,5,0.74,0.26,0.6,296.05,164.74,42.8,100.25,1,4,0,0.25,0.78,0.38,125.73,0.12,0.46,0.36,-0.29,1,148,89,13,48,>90 days,4,0.006711409395973154,0.026845637583892617,1,32.0,5,57,1,1
Natalie,Riley,"118 Henderson Trafficway Apt. 218, East Brittany, TN 35501",522.064.3751x127,gN216636,1969-11-05,55,1,4884.0,1,"Welch, Jackson and James",88.14,5.45,0,0.29,2,1,0.41,0.59,0.82,57.14,298.7,44.47,6.72,2,2,3,0.89,0.24,0.09,146.17,0.17,0.99,0.29,0.42,1,128,67,53,7,>90 days,8,0.007751937984496124,0.06201550387596899,1,6.21,7,39,1,0
Katie,Walker,"PSC 6443, Box 6382, APO AE 74959",+1-902-989-6676x35245,AF866165,1965-03-24,60,0,3207.88,0,Simpson-Aguilar,106.24,6.32,0,0.15,15,1,0.08,0.92,0.55,106.3,54.93,256.22,64.98,completed,3,1,0.93,0.81,0.31,1.9,0.09,0.2,0.91,-0.65,1,19,13,10,17,7–30 days,2,0.05,0.1,0,14.66,7,9,0,0
Dawn,Williams,"5900 Wilson Wall, Romanborough, MS 94716",(877)315-9959x52713,wE106073,1968-02-13,57,0,3218.61,1,"Jackson, Sharp and Smith",8.56,6.39,0,0.18,14,10,0.42,0.58,0.55,115.98,281.48,25.92,82.44,1,3,2,0.89,0.8,0.14,53.97,0.14,0.08,0.81,0.44,1,113,82,1,18,>90 days,4,0.008771929824561403,0.03508771929824561,0,36.62,0,55,0,0
Nicole,Sanders,"31284 Woodward Unions Suite 167, Thompsontown, WV 58115",(035)694-3211x0292,kl502456,1994-05-05,31,1,2177.66,1,Stevens LLC,62.23,8.48,0,0.28,19,5,0.92,0.08,0.41,255.04,10.07,58.87,8.5,2,3,3,0.33,0.91,0.13,109.55,0.09,0.94,0.12,-0.58,1,77,72,8,57,30–90 days,5,0.01282051282051282,0.0641025641025641,0,1.96,4,14,1,1
Kelli,Bishop,"05293 Daniel Orchard Suite 862, North Barry, NM 64927",(724)658-1828,or972889,1981-09-17,43,1,2632.64,0,Baird-Turner,9.07,6.44,0,0.2,5,5,0.84,0.16,0.81,248.74,39.88,75.96,5.36,2,3,1,0.3,0.11,0.03,122.21,0.17,0.75,0.94,-0.89,0,137,36,11,11,>90 days,3,0.007246376811594203,0.021739130434782608,0,1.1,3,7,0,0
Joseph,Parker,"9944 Johnson Brooks, Justinberg, LA 85823",001-239-402-7374x91931,wM074930,1997-02-18,28,0,2127.02,1,Perkins PLC,15.29,3.98,0,0.35,9,5,0.39,0.61,0.3,58.2,111.35,225.12,92.02,1,1,0,0.67,0.23,0.08,103.15,0.1,0.55,0.49,0.13,1,88,18,23,28,30–90 days,9,0.011235955056179775,0.10112359550561797,0,35.92,8,19,0,0
Kimberly,Gonzales,"95380 Gomez Mountain, Riverafurt, MA 31551",+1-045-174-9740x51016,sx539856,1990-05-24,34,1,161.16,1,Walker Ltd,62.42,1.6,1,0.2,5,7,0.49,0.51,0.76,285.68,193.93,112.63,74.38,2,1,0,0.31,0.91,0.41,100.92,0.06,0.29,0.03,0.63,1,165,90,18,30,>90 days,5,0.006024096385542169,0.030120481927710843,0,22.79,9,46,1,1
Colleen,Martin,"14600 Jackson Cliff Apt. 812, New Kathryn, NV 07851",741.081.1575,yQ889781,1964-02-18,61,0,2311.28,1,"Bentley, Kim and Curtis",38.21,2.12,1,0.2,2,2,0.33,0.67,0.24,186.11,148.22,261.05,8.69,completed,2,0,0.64,0.76,0.31,159.61,0.15,0.93,0.33,0.01,1,158,28,28,22,>90 days,2,0.006289308176100629,0.012578616352201259,1,1.2,0,38,0,1
Carol,Hill,"99619 Alicia Causeway Suite 533, Cristinachester, OK 84405",(341)996-2453x541,Xb429143,1983-12-26,41,0,2725.36,1,Terry-Howell,34.3,1.26,1,0.24,7,0,0.98,0.02,0.8,269.58,201.18,109.99,107.77,completed,4,3,0.29,0.56,0.08,166.03,0.03,0.22,0.56,0.53,0,131,50,12,31,>90 days,6,0.007575757575757576,0.045454545454545456,0,31.16,10,23,1,1
Eric,Bradley,"2752 Smith Lodge, Bradleyhaven, FL 58763",+1-238-066-8788x882,fV549980,1962-12-25,62,1,2825.35,1,Logan Inc,123.35,4.69,0,0.18,13,5,0.58,0.42,0.28,52.96,199.61,207.55,91.5,completed,2,2,0.5,0.89,0.42,145.52,0.13,0.3,0.98,-0.45,1,78,57,55,35,30–90 days,2,0.012658227848101266,0.02531645569620253,0,10.53,7,47,1,0
Nicole,Gray,"879 Jennings Knoll Apt. 161, Randallhaven, AK 10195",352.502.4594,lX724539,1981-07-22,43,1,2146.32,0,Mcclain-Morgan,28.43,6.3,0,0.3,14,6,0.72,0.28,0.43,229.62,75.83,74.17,23.56,1,4,0,0.37,0.85,0.37,69.53,0.12,0.72,0.24,-0.66,0,53,38,30,55,30–90 days,9,0.018518518518518517,0.16666666666666666,1,48.62,1,59,1,1
Janet,Chambers,"3619 Chambers Lock, Port Marcusmouth, SD 84038",(397)017-5201,rO834624,1980-09-21,44,1,2996.73,1,Williams Ltd,57.45,7.33,0,0.53,14,2,0.26,0.74,0.13,214.28,152.71,37.33,24.74,3,5,1,0.1,0.61,0.08,136.02,0.0,0.25,0.89,0.44,0,47,48,18,35,30–90 days,8,0.020833333333333332,0.16666666666666666,0,4.11,4,53,1,0
Richard,Hernandez,"8111 Rodriguez Trace, Scottport, SC 38455",+1-985-592-1509x2904,gT526503,2003-02-26,22,1,3132.82,0,Riggs PLC,48.89,6.41,0,0.52,1,0,0.01,0.99,0.2,198.24,174.48,170.49,8.66,1,2,2,0.47,0.92,0.24,112.86,0.16,0.78,0.52,0.72,1,31,83,42,57,30–90 days,5,0.03125,0.15625,1,19.87,2,31,0,1
Charles,Martinez,"Unit 9888 Box 4406, DPO AP 69051",314.657.7150x7169,KR705811,1999-05-23,25,1,2711.94,1,"Herrera, Vargas and Reed",68.62,1.48,0,0.1,3,9,0.83,0.17,0.54,188.67,147.55,123.58,110.28,2,4,3,0.13,0.42,0.1,90.17,0.09,0.52,0.14,0.03,1,66,80,43,30,30–90 days,2,0.014925373134328358,0.029850746268656716,1,12.5,8,46,0,0
Maria,Sutton,"67540 Patterson Plaza, Kennethville, FL 43327",997-219-8151x72636,wy204683,1982-08-23,42,0,2585.08,0,Mitchell Ltd,133.65,7.55,0,0.03,5,5,0.49,0.51,0.78,263.66,59.46,49.51,77.5,3,5,1,0.3,0.02,0.01,41.62,0.19,0.72,0.76,-0.6,1,41,6,17,23,30–90 days,7,0.023809523809523808,0.16666666666666666,1,12.09,0,18,1,0
William,Weber,"9695 Kevin Canyon, Pattontown, UT 97321",001-026-022-3177,Bw730380,1986-05-02,39,0,1706.88,0,Parker-Wilson,53.32,3.89,0,0.43,6,1,0.63,0.37,0.88,106.05,44.41,175.41,109.23,1,4,2,0.78,0.62,0.14,98.0,0.02,0.68,0.73,0.93,1,175,38,17,43,>90 days,6,0.005681818181818182,0.03409090909090909,0,13.39,8,37,1,0
Nicholas,Mccormick,"91194 Lucas Vista Apt. 696, Stephaniefurt, DE 21046",087-702-9851x473,RC121826,1977-11-12,47,0,3034.33,0,Cain PLC,37.23,8.11,0,0.49,17,4,0.47,0.53,0.74,178.38,234.2,106.48,100.61,2,3,3,0.27,0.55,0.1,86.12,0.06,0.27,0.97,-0.68,1,41,13,13,9,30–90 days,9,0.023809523809523808,0.21428571428571427,0,39.47,3,50,0,0
Kristina,Garcia,"482 Dorsey Mission, South Krista, KS 36470",(273)326-6043x087,ee371405,1971-11-23,53,0,1949.56,0,Hunter and Sons,90.45,4.63,1,0.28,5,0,0.08,0.92,0.65,207.23,204.03,283.28,99.66,3,2,2,0.04,0.47,0.12,56.52,0.09,0.38,0.43,0.96,1,35,56,56,38,30–90 days,9,0.027777777777777776,0.25,1,4.89,2,45,1,1
Erin,Moore,"79080 Kimberly Turnpike Suite 893, West Stephanieview, IL 11870",592-911-5079x317,FI164643,1999-09-25,25,0,2961.68,0,"Berry, Quinn and Carey",88.89,8.47,0,0.09,5,2,0.83,0.17,0.19,41.36,134.08,38.61,76.2,1,2,1,0.14,0.52,0.05,57.67,0.14,0.48,0.98,0.75,0,33,10,27,44,30–90 days,2,0.029411764705882353,0.058823529411764705,0,18.27,0,49,1,0
Sandra,Martin,"86550 Beverly Fork Suite 309, Williambury, NH 04251",042.085.1973,PW093495,1979-09-02,45,0,3879.01,0,Schultz-Padilla,21.57,3.12,1,0.3,4,0,0.22,0.78,0.66,65.33,170.32,83.44,114.9,completed,3,0,0.03,0.2,0.04,75.12,0.05,0.49,0.87,0.42,1,11,8,19,42,7–30 days,1,0.08333333333333333,0.08333333333333333,0,29.21,1,58,0,0
Timothy,Wise,"95221 Hall Groves, South Danielfort, CT 54138",932-732-8937,Sg742693,1974-06-23,50,0,3263.76,0,Robinson-Johnson,31.33,8.08,0,0.08,12,0,0.57,0.43,0.21,214.39,272.47,136.04,61.13,completed,1,2,0.93,0.52,0.15,104.52,0.14,0.11,0.82,-0.13,1,90,20,54,32,>90 days,10,0.01098901098901099,0.10989010989010989,0,4.08,8,36,0,1
Stephanie,Ramos,"71296 Virginia Course Apt. 519, Garyshire, MT 99425",+1-745-668-3171x13508,bZ761565,1961-09-10,63,0,2456.58,0,"Mendoza, Chandler and Paul",116.66,6.7,1,0.49,7,4,0.61,0.39,0.39,272.3,155.94,144.79,119.71,1,4,0,0.49,0.18,0.05,146.71,0.16,0.79,0.71,-0.49,0,54,64,54,45,30–90 days,8,0.01818181818181818,0.14545454545454545,1,43.17,9,11,1,0
Darlene,Rodriguez,"26502 Mann Forest, Weaverville, CA 30682",001-675-546-4798x37415,mM598148,1981-05-19,44,0,2929.16,0,Black-Anderson,53.61,9.78,1,0.5,12,6,0.75,0.25,0.5,197.84,155.77,152.63,24.76,3,1,1,0.28,0.16,0.03,175.16,0.03,0.27,0.59,0.22,1,28,40,7,29,7–30 days,2,0.034482758620689655,0.06896551724137931,0,8.12,7,48,1,0
Samantha,Mayer,"240 Eddie Island Suite 527, Browntown, MD 24796",001-557-012-9658x514,QH716625,1971-05-07,54,0,3622.94,0,Gray-Acevedo,79.19,3.6,1,0.26,11,7,0.56,0.44,0.25,139.99,184.3,104.94,94.81,completed,3,2,0.84,0.32,0.14,19.54,0.17,0.15,0.08,0.28,1,153,39,43,53,>90 days,8,0.006493506493506494,0.05194805194805195,0,23.86,8,26,1,0
Wanda,Baker,"458 Byrd Highway Suite 713, New Robert, RI 24178",(281)721-6889x3945,eU682437,1960-11-02,64,1,2753.43,0,Chambers Group,84.22,5.51,0,0.59,3,7,0.97,0.03,0.31,217.67,124.33,206.35,59.74,2,1,0,0.99,0.73,0.35,150.46,0.18,0.81,0.46,-0.5,1,172,13,25,28,>90 days,9,0.005780346820809248,0.05202312138728324,0,18.83,1,9,1,1
Lee,Day,"96199 West Extensions Suite 881, Clarkview, NJ 92007",+1-634-615-9618x40966,BK361102,1961-04-06,64,0,3020.0,0,"Brown, Woods and Harris",36.06,5.73,1,0.27,3,5,0.52,0.48,0.56,257.37,243.72,48.34,87.1,1,2,1,0.44,0.29,0.03,88.22,0.07,0.25,0.69,0.54,1,31,29,53,27,30–90 days,8,0.03125,0.25,1,12.62,9,37,1,0
Lori,Porter,"469 Xavier Summit, North Samuelburgh, OH 46807",045-990-8388,bZ542962,1997-01-23,28,1,1523.34,1,"Neal, Quinn and Roman",103.18,1.08,0,0.43,16,10,0.59,0.41,0.34,20.17,20.8,17.64,90.0,3,3,2,0.32,0.8,0.22,82.09,0.1,0.71,0.27,-0.76,0,116,13,7,16,>90 days,8,0.008547008547008548,0.06837606837606838,1,28.02,3,40,0,1
Jesus,Hanson,"181 Kristina Mills Suite 129, Lake Philiphaven, CA 57070",001-735-114-8932x5487,ID841983,1980-05-24,44,0,2366.41,0,Johnson-Frye,6.55,5.45,0,0.48,16,10,0.68,0.32,0.8,135.36,129.7,231.63,71.99,completed,1,3,0.07,0.89,0.1,134.96,0.15,0.95,0.05,0.19,1,39,38,39,39,30–90 days,2,0.025,0.05,0,21.68,10,48,1,0
Ronald,Baxter,"208 Ellis Canyon Apt. 593, Lake Caitlin, KY 80325",+1-926-091-9127x506,fr930635,1997-10-03,27,0,2358.84,1,Davis Inc,40.42,5.31,0,0.41,16,7,0.41,0.59,0.86,260.97,95.99,56.19,55.07,2,4,2,0.4,0.58,0.19,135.25,0.1,0.1,0.86,-0.38,0,8,55,56,58,7–30 days,2,0.1111111111111111,0.2222222222222222,1,48.58,7,20,1,0
Jacob,Beasley,"315 Hernandez Harbor, East Amy, KS 40236",(414)633-5040x21462,rK577442,1988-11-29,36,0,2839.93,0,"Schneider, Daniels and Lynch",41.15,7.35,1,0.39,6,8,0.85,0.15,0.34,112.74,272.73,271.28,117.3,2,5,1,0.9,0.13,0.06,74.36,0.2,0.47,0.55,0.06,1,110,17,19,45,>90 days,7,0.009009009009009009,0.06306306306306306,1,16.43,1,36,1,0
Andre,Brown,"022 Stephen Canyon Suite 801, Amandashire, OK 81697",078-972-1941x4314,Km539009,1971-05-03,54,1,2623.58,1,Williams-Harris,63.27,6.63,0,0.4,18,2,0.61,0.39,0.17,147.44,66.17,70.43,81.05,completed,3,2,0.91,0.4,0.07,117.13,0.17,0.75,0.87,0.07,1,151,48,39,43,>90 days,6,0.006578947368421052,0.039473684210526314,1,37.72,5,3,0,0
Anthony,Jones,"739 Brown Mountains Apt. 737, Lake Donald, KS 84557",714-422-0919,mx331835,1968-10-14,56,0,2613.98,1,"Barnes, Little and Johnson",22.26,5.6,1,0.29,12,9,0.9,0.1,0.87,199.54,253.07,162.31,28.96,completed,5,2,0.52,0.56,0.22,40.36,0.07,0.36,0.96,-0.11,1,24,54,22,22,7–30 days,7,0.04,0.28,1,37.88,0,42,0,1
Shannon,Phillips,"7175 Shaw Via Apt. 461, Port Anita, DC 58673",+1-721-467-0750,Eq472650,1968-04-23,57,1,2162.62,0,"Baker, Wilson and Scott",93.34,9.05,0,0.31,3,4,0.57,0.43,0.41,281.02,135.31,166.26,56.3,completed,2,1,0.56,0.47,0.06,158.89,0.09,0.59,0.14,-0.99,0,137,41,2,29,>90 days,7,0.007246376811594203,0.050724637681159424,1,12.64,4,1,1,0
Lindsay,Fuller,"775 Adam Street Suite 536, Sharontown, CA 06107",624-752-8836x9049,Eq387438,1970-01-14,55,1,2421.79,1,Villanueva-Anderson,62.32,2.94,0,0.3,19,6,0.29,0.71,0.48,286.76,81.73,222.18,55.54,2,4,0,0.3,0.46,0.06,143.97,0.05,0.73,0.07,0.91,1,25,88,43,13,7–30 days,6,0.038461538461538464,0.23076923076923078,1,10.05,8,51,1,1
Thomas,Petersen,"21947 Hernandez Summit, Brianmouth, MI 63511",2043778447,ua656687,1959-09-21,65,1,3157.63,1,"Marquez, Clay and Evans",57.94,5.3,0,0.14,14,3,0.98,0.02,0.18,180.87,191.67,166.04,81.15,3,5,0,0.12,0.56,0.12,169.29,0.15,0.97,0.04,-0.43,0,73,33,3,19,30–90 days,10,0.013513513513513514,0.13513513513513514,1,10.17,3,39,0,0
Erin,Esparza,"09539 Mendoza Spurs Apt. 689, Nathanbury, SD 49452",+1-583-264-9960x627,Cq467979,1965-07-27,59,0,1898.71,1,Graham Inc,84.05,8.99,0,0.12,9,1,0.63,0.37,0.39,257.19,229.4,187.05,46.88,3,3,1,0.21,0.78,0.23,41.23,0.04,0.17,0.78,-0.54,1,19,83,52,19,7–30 days,9,0.05,0.45,1,26.57,6,42,1,1
Michael,Cooley,"0477 Olsen Lights, New Micheleville, LA 42452",965-194-9932,qZ171021,1971-01-06,54,1,5214.33,1,Morgan-Odonnell,13.86,8.81,0,0.28,20,8,0.65,0.35,0.22,197.5,62.97,227.65,44.0,3,5,1,0.71,0.05,0.01,127.2,0.05,0.8,0.63,0.18,0,160,90,33,55,>90 days,3,0.006211180124223602,0.018633540372670808,1,18.0,3,42,1,1
Patricia,Cross,"Unit 1715 Box 7053, DPO AP 83055",(638)941-5947x52585,gu013528,1969-04-12,56,1,5505.45,0,Hammond-Hill,34.47,7.28,0,0.23,17,3,0.75,0.25,0.74,68.72,288.12,155.7,110.45,2,3,1,0.71,0.72,0.1,40.38,0.0,0.72,0.34,0.57,0,38,87,48,19,30–90 days,7,0.02564102564102564,0.1794871794871795,1,17.28,5,55,0,0
Kyle,Watts,"467 Myers Orchard Apt. 350, Smithhaven, TX 31779",001-263-583-5881x071,GN646502,1989-08-30,35,1,2766.39,1,Jenkins-Taylor,58.24,4.07,0,0.53,10,10,0.84,0.16,0.15,283.28,296.03,35.68,38.5,1,2,1,0.37,0.78,0.26,116.34,0.15,0.12,0.83,0.41,1,61,14,9,12,30–90 days,1,0.016129032258064516,0.016129032258064516,0,29.08,4,29,1,0
Andrew,Santiago,"71639 Peterson Ports Suite 103, South Robert, KY 52841",001-842-155-0363x521,vx922547,1982-12-06,42,1,3332.08,1,Fernandez-White,79.43,4.87,0,0.41,2,3,0.92,0.08,0.78,162.03,76.39,45.27,46.79,1,2,1,0.26,0.51,0.25,103.92,0.18,0.65,0.48,0.71,0,66,35,42,35,30–90 days,3,0.014925373134328358,0.04477611940298507,0,23.83,7,50,0,1
Christopher,Mcdaniel,"77840 Savage Trafficway Apt. 091, West Wyatt, AL 01740",+1-838-632-1692x718,hM419688,1976-11-28,48,0,2598.79,1,Good LLC,82.83,8.7,0,0.33,20,4,0.79,0.21,0.32,171.47,215.53,48.99,98.62,completed,3,2,0.61,0.95,0.22,20.36,0.1,0.09,0.97,-0.92,0,101,17,15,7,>90 days,10,0.00980392156862745,0.09803921568627451,0,37.8,8,42,1,0
Sandra,House,"41358 Jessica Estates Suite 847, West Jamesside, MT 41271",4953862412,sc294068,2005-05-15,20,0,744.21,0,"Shields, Ramirez and Wright",68.62,6.6,0,0.36,20,1,0.54,0.46,0.18,280.33,118.62,33.43,49.54,2,2,3,0.6,0.51,0.19,10.93,0.06,0.82,0.08,0.71,0,108,27,9,6,>90 days,3,0.009174311926605505,0.027522935779816515,0,5.05,4,28,1,1
Toni,Kidd,"5813 Jerry Expressway Apt. 338, Warrenview, DE 73207",639-794-4082x090,BY700507,1986-03-14,39,0,2563.74,1,Richmond Group,102.57,2.38,0,0.23,18,5,0.59,0.41,0.73,200.31,186.54,129.42,59.49,completed,2,3,0.41,0.84,0.16,2.02,0.13,0.2,0.89,0.72,1,174,31,17,56,>90 days,3,0.005714285714285714,0.017142857142857144,1,4.3,7,45,1,0
Jesus,Brock,"377 Nguyen Land, Port Jacqueline, GA 92790",(893)061-4531,Lb566958,1968-08-11,56,0,2988.0,0,Ramos and Sons,20.88,3.47,0,0.04,2,10,0.21,0.79,0.77,131.88,177.35,263.16,104.32,1,2,3,0.37,0.21,0.09,78.52,0.04,0.9,0.2,-0.95,1,163,89,23,57,>90 days,2,0.006097560975609756,0.012195121951219513,0,1.5,7,24,0,0
Samuel,Brown,"364 George Mountains Suite 786, Port Catherineport, HI 04601",001-678-875-5653x287,XN027259,1976-01-07,49,1,4515.41,1,Sanders-Barrett,108.84,3.88,0,0.19,10,1,1.0,0.0,0.24,233.75,74.79,33.45,105.62,1,2,1,0.86,0.4,0.15,100.71,0.17,0.32,0.52,-0.03,0,112,80,20,56,>90 days,7,0.008849557522123894,0.061946902654867256,0,18.02,4,55,0,0
Heather,Kidd,"35027 Bailey Rapid, South Derekstad, MS 60620",+1-175-423-6972x35413,lM029226,1998-10-16,26,1,3246.91,1,"Hayden, Allen and Brown",17.86,2.75,0,0.36,14,5,0.74,0.26,0.47,175.11,210.86,181.74,106.05,3,0,1,0.36,0.3,0.06,7.76,0.01,0.87,0.68,0.32,1,129,8,22,26,>90 days,10,0.007692307692307693,0.07692307692307693,1,30.92,7,44,0,0
Kylie,Riley,"22995 Randy Crest, East Jenniferfort, WI 97611",(702)011-6899,dQ234100,1999-04-03,26,0,2932.55,1,Lopez-Nichols,111.94,4.24,1,0.09,5,0,0.14,0.86,0.57,101.29,25.18,285.11,78.77,3,1,2,0.88,0.68,0.17,92.77,0.14,0.96,0.25,0.75,1,147,10,7,10,>90 days,4,0.006756756756756757,0.02702702702702703,0,46.24,9,43,1,0
Dawn,Ferguson,"93177 Ann Turnpike Apt. 113, Micheleborough, TN 94381",646-534-7885x7066,CQ179470,1972-04-23,53,1,3510.54,1,"Maldonado, Jones and Brown",58.23,9.58,0,0.07,16,2,0.27,0.73,0.1,130.56,221.21,241.64,113.7,2,1,2,0.61,0.25,0.12,139.78,0.11,0.7,0.92,0.42,1,50,10,26,23,30–90 days,3,0.0196078431372549,0.058823529411764705,1,18.73,6,60,0,1
Michael,Charles,"96338 Geoffrey Shore Apt. 650, Pattersonberg, TX 62921",2826652581,qc698034,1977-03-23,48,0,2881.58,0,Thornton-Payne,12.91,1.21,0,0.04,3,7,0.17,0.83,0.67,228.94,35.8,259.76,98.51,1,2,1,0.03,0.09,0.01,60.92,0.1,0.53,0.27,0.82,0,102,79,27,38,>90 days,5,0.009708737864077669,0.04854368932038835,0,18.73,1,23,0,0
Alicia,James,"2785 Mcbride Flat, Lopezburgh, KY 63446",(133)332-6805x69965,tI718872,1994-10-03,30,0,1316.29,0,Johnson-Lowe,47.4,4.67,0,0.35,17,6,0.72,0.28,0.41,272.43,172.4,140.61,79.37,3,5,3,0.95,0.79,0.09,60.48,0.09,0.31,0.7,0.65,0,57,26,12,60,30–90 days,5,0.017241379310344827,0.08620689655172414,1,36.7,7,24,0,1
Olivia,Mitchell,"00711 Olson Plains, Lake Jeremyton, IN 29294",856.024.6691,sg764247,1993-11-14,31,0,1459.59,0,"Fleming, Lee and Weaver",64.09,7.61,0,0.58,10,10,0.64,0.36,0.27,18.82,135.75,175.16,105.81,1,3,1,0.93,0.53,0.21,79.64,0.15,0.2,0.37,0.27,1,37,3,18,16,30–90 days,4,0.02631578947368421,0.10526315789473684,1,1.4,3,23,1,1
Robin,Miller,"86651 Wilkins Mission, West Christophermouth, NM 78719",922-891-8626,ZQ516732,1976-06-20,48,1,3286.33,0,"Hoffman, Roberts and Crane",86.48,5.03,1,0.46,11,6,0.56,0.44,0.23,99.88,271.0,209.57,118.39,1,5,3,0.77,0.94,0.18,139.1,0.0,0.67,0.47,-0.31,1,152,32,4,6,>90 days,9,0.006535947712418301,0.058823529411764705,0,43.19,0,21,0,1
